 ,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
300,237,Dorian Finney-Smith,31,LAL,PF,43,20,28.8,2.8,6.4,.442,1.9,4.8,.398,0.9,1.6,.571,.591,0.3,0.5,.714,1.1,2.5,3.6,1.4,0.9,0.3,0.9,1.9,7.9,,2025
301,238,Oshae Brissett,26,PHI,SF,6,2,23.7,3.2,6.5,.487,1.0,3.0,.333,2.2,3.5,.619,.564,1.3,2.3,.571,1.2,2.5,3.7,0.7,0.7,0.5,1.3,2.3,8.7,,2025
302,239,Kentavious Caldwell-Pope,31,ORL,SG,77,77,29.6,3.1,7.1,.439,1.5,4.3,.342,1.6,2.8,.589,.543,1.1,1.2,.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.7,,2025
303,240,Isaiah Collier,20,UTA,PG,71,46,25.9,3.3,7.8,.422,0.6,2.4,.249,2.7,5.4,.497,.459,1.5,2.2,.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,,2025
304,241,Dante Exum,29,DAL,PG,20,13,18.6,3.2,6.7,.478,1.2,2.7,.434,2.1,4.1,.506,.563,1.2,1.6,.742,0.2,1.5,1.7,2.8,0.6,0.2,1.1,1.7,8.7,,2025
305,242,Kyshawn George,21,WAS,SG,68,38,26.5,3.0,8.0,.372,1.7,5.2,.322,1.3,2.8,.464,.476,1.0,1.4,.753,0.7,3.5,4.2,2.5,1.0,0.7,1.4,3.0,8.7,,2025
306,243,Jaden Hardy,22,DAL,SG,57,3,15.9,3.2,7.3,.435,1.3,3.5,.386,1.8,3.8,.479,.527,1.1,1.5,.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,8.7,,2025
307,244,Dereck Lively II,20,DAL,C,36,29,23.1,3.7,5.3,.702,0.0,0.0,,3.7,5.3,.702,.702,1.3,2.0,.630,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,,2025
308,245,Tyrese Martin,25,BRK,SG,60,11,21.9,3.2,7.8,.406,1.7,4.7,.351,1.5,3.1,.492,.513,0.8,1.0,.793,1.0,2.7,3.7,2.0,0.6,0.2,1.2,1.3,8.7,,2025
309,246,Matas Buzelis,20,CHI,SF,80,31,18.9,3.2,6.9,.454,1.2,3.3,.361,2.0,3.6,.540,.541,1.1,1.4,.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,,2025
310,247,Jaime Jaquez Jr.,23,MIA,SF,66,17,20.7,3.2,7.0,.461,0.6,1.8,.311,2.7,5.2,.513,.501,1.6,2.2,.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,,2025
311,248,Ja'Kobe Walter,20,TOR,SG,52,18,21.2,3.1,7.6,.405,1.3,3.6,.349,1.8,4.0,.454,.487,1.3,1.6,.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,8.6,,2025
312,249,Sam Hauser,27,BOS,PF,71,19,21.7,3.0,6.7,.451,2.3,5.6,.416,0.7,1.1,.640,.627,0.2,0.2,1.000,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.5,,2025
313,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2025
314,250,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,.516,1.4,3.2,.447,1.9,3.3,.582,.626,0.4,0.5,.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,2025
315,251,Jared Rhoden,25,2TM,SG,14,2,16.2,3.0,6.2,.483,0.9,2.8,.308,2.1,3.4,.625,.552,1.6,1.8,.880,1.0,2.0,3.0,1.1,0.7,0.1,0.6,1.4,8.4,,2025
316,251,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,2025
317,251,Jared Rhoden,25,TOR,SG,10,2,21.5,4.0,7.9,.506,1.2,3.7,.324,2.8,4.2,.667,.582,2.2,2.5,.880,1.2,2.6,3.8,1.4,0.9,0.2,0.8,1.9,11.4,,2025
318,252,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,2025
319,253,Cason Wallace,21,OKC,SG,68,43,27.6,3.4,7.2,.474,1.1,3.1,.356,2.3,4.1,.562,.550,0.4,0.5,.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,,2025
320,254,Bruce Brown,28,2TM,PG,41,12,22.5,3.2,7.5,.421,0.7,2.0,.333,2.5,5.6,.452,.464,1.3,1.6,.815,1.0,3.0,4.0,2.0,0.8,0.2,1.0,1.7,8.3,,2025
321,254,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,,2025
322,254,Bruce Brown,28,NOP,PG,23,12,24.7,3.2,7.7,.410,0.7,2.0,.356,2.5,5.8,.429,.455,1.2,1.6,.750,1.0,3.2,4.2,2.4,0.7,0.3,0.9,2.0,8.2,,2025
323,255,Dalano Banton,25,POR,PG,67,7,16.7,3.0,7.6,.391,1.1,3.3,.324,1.9,4.3,.442,.462,1.4,1.9,.728,0.4,1.6,2.0,2.4,0.6,0.5,1.3,0.9,8.3,,2025
324,256,Brandon Clarke,28,MEM,PF,64,18,18.9,3.7,5.9,.621,0.0,0.3,.059,3.7,5.7,.647,.622,1.0,1.4,.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,2025
325,257,Keon Ellis,25,SAC,SG,80,28,24.4,2.8,5.8,.489,1.7,4.0,.433,1.1,1.8,.615,.639,0.9,1.1,.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,,2025
326,258,Brandon Williams,25,DAL,PG,33,3,14.8,3.0,5.7,.521,0.7,1.8,.400,2.2,3.9,.578,.585,1.7,2.0,.833,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1.0,8.3,,2025
327,259,Mike Conley,37,MIN,PG,71,64,24.7,2.6,6.6,.400,1.8,4.4,.410,0.8,2.2,.380,.535,1.1,1.3,.900,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,,2025
328,260,Taurean Prince,30,MIL,SF,80,73,27.1,2.9,6.4,.457,1.8,4.2,.439,1.1,2.2,.492,.600,0.5,0.6,.813,0.4,3.2,3.6,1.9,1.0,0.2,1.0,2.1,8.2,,2025
329,261,Jalen Smith,24,CHI,C,64,2,15.0,3.0,6.4,.466,1.1,3.5,.324,1.8,2.9,.634,.554,1.1,1.4,.809,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.5,8.2,,2025
330,262,Quinten Post,24,GSW,PF,42,14,16.3,2.9,6.5,.449,1.7,4.3,.408,1.2,2.3,.526,.582,0.5,0.6,.778,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,8.1,,2025
331,263,Peyton Watson,22,DEN,SF,68,18,24.4,3.0,6.3,.477,0.7,2.0,.353,2.3,4.3,.534,.533,1.4,2.0,.693,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,,2025
332,264,Davion Mitchell,26,2TM,PG,74,37,27.4,3.0,6.4,.468,1.1,2.9,.398,1.9,3.6,.525,.557,0.8,1.1,.690,0.5,1.8,2.3,4.9,1.0,0.2,1.7,2.5,7.9,,2025
333,264,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,.434,1.0,2.7,.359,1.5,2.9,.504,.520,0.6,0.8,.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,2025
334,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2025
335,264,Davion Mitchell,26,MIA,PG,30,15,31.6,3.9,7.7,.504,1.4,3.1,.447,2.5,4.6,.543,.595,1.1,1.6,.702,0.6,2.1,2.7,5.3,1.4,0.3,1.7,2.3,10.3,,2025
336,265,Caleb Martin,29,2TM,SF,45,24,27.1,2.9,6.8,.424,0.8,2.3,.359,2.0,4.5,.458,.485,1.4,2.2,.622,1.2,2.8,3.9,2.1,1.0,0.5,1.2,1.9,7.9,,2025
337,265,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,2025
338,265,Caleb Martin,29,DAL,SF,14,0,19.6,2.0,5.1,.389,0.3,1.1,.250,1.7,4.0,.429,.417,1.1,1.7,.625,0.7,2.2,2.9,1.9,0.9,0.2,0.9,1.7,5.4,,2025
339,266,Tyson Etienne,25,BRK,PG,7,0,21.6,2.4,7.4,.327,1.9,6.3,.295,0.6,1.1,.500,.452,1.1,1.4,.800,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9,,2025
340,267,Day'Ron Sharpe,23,BRK,C,50,2,18.1,3.3,6.3,.521,0.2,0.9,.244,3.1,5.4,.566,.538,1.1,1.5,.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,2025
341,268,KJ Simpson,22,CHO,PG,36,15,23.4,2.9,8.4,.346,0.9,3.6,.254,2.0,4.8,.415,.400,1.1,1.4,.820,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8,,2025
342,269,Terance Mann,28,2TM,SG,67,13,21.1,3.1,6.2,.496,0.9,2.4,.368,2.2,3.7,.580,.569,0.7,1.0,.691,1.0,2.0,3.0,1.8,0.7,0.2,0.7,1.9,7.7,,2025
343,269,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,.446,0.7,2.0,.347,1.6,3.2,.508,.513,0.6,0.9,.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,2025
344,269,Terance Mann,28,ATL,SG,30,1,22.7,3.9,7.3,.541,1.1,2.9,.386,2.8,4.3,.646,.619,0.8,1.2,.667,1.2,1.9,3.1,2.1,0.6,0.1,0.7,2.0,9.8,,2025
345,270,Karlo Matković,23,NOP,PF,42,7,18.8,3.2,5.6,.574,0.5,1.6,.318,2.7,4.0,.675,.619,0.8,1.0,.773,1.5,3.5,5.0,1.1,0.5,1.0,1.0,2.5,7.7,,2025
346,271,AJ Johnson,20,2TM,SG,29,11,22.0,2.8,7.3,.385,0.8,3.1,.267,2.0,4.2,.472,.441,1.1,1.3,.865,0.3,1.8,2.0,2.6,0.4,0.1,1.2,1.7,7.6,,2025
347,271,AJ Johnson,20,MIL,SG,7,0,6.3,1.1,2.7,.421,0.4,0.7,.600,0.7,2.0,.357,.500,0.1,0.3,.500,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,,2025
348,271,AJ Johnson,20,WAS,SG,22,11,27.0,3.4,8.8,.381,1.0,3.9,.247,2.4,5.0,.486,.436,1.4,1.6,.886,0.4,2.0,2.4,3.1,0.5,0.1,1.4,2.3,9.1,,2025
349,272,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,.366,1.9,5.6,.344,0.6,1.4,.458,.504,0.6,0.8,.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,2025
350,273,Oscar Tshiebwe,25,UTA,C,14,1,18.2,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,1.6,2.2,.742,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6,,2025
351,274,Garrison Mathews,28,ATL,SG,47,2,17.7,2.2,5.5,.397,1.8,4.6,.390,0.4,0.8,.436,.562,1.4,1.7,.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,,2025
352,275,Matisse Thybulle,27,POR,SG,15,5,20.8,2.8,5.9,.477,1.4,3.2,.438,1.4,2.7,.525,.597,0.5,1.0,.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,,2025
353,276,A.J. Green,25,MIL,SG,73,7,22.7,2.5,5.8,.429,2.1,5.0,.427,0.4,0.8,.443,.612,0.3,0.4,.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,,2025
354,277,Josh Green,24,CHO,SG,68,67,27.8,2.6,6.2,.428,1.4,3.6,.391,1.2,2.5,.480,.543,0.7,1.1,.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,2025
355,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2025
356,278,Richaun Holmes,31,WAS,PF,31,7,17.2,2.9,4.5,.647,0.0,0.1,.000,2.9,4.4,.662,.647,1.6,1.9,.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,2025
357,279,Damion Baugh,24,CHO,SG,15,2,24.7,2.8,8.7,.323,0.8,3.7,.214,2.0,4.9,.405,.369,0.9,1.0,.867,0.9,2.4,3.3,3.7,1.0,0.1,2.1,1.5,7.3,,2025
358,280,Alec Burks,33,MIA,SG,49,14,17.6,2.3,5.5,.424,1.8,4.2,.425,0.6,1.3,.422,.587,0.8,1.0,.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,2025
359,281,Ricky Council IV,23,PHI,SF,73,12,17.1,2.4,6.3,.382,0.8,2.9,.258,1.7,3.4,.488,.442,1.7,2.1,.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,2025
360,282,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,.500,0.1,0.5,.150,2.9,5.4,.533,.506,1.4,2.3,.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,2025
361,283,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,.538,0.4,1.0,.396,2.4,4.1,.574,.578,1.2,1.5,.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,2025
362,283,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,2025
363,283,Tre Jones,25,CHI,PG,18,9,25.3,4.6,8.1,.572,0.6,1.2,.500,4.0,6.8,.585,.610,1.7,1.9,.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,,2025
364,284,Goga Bitadze,25,ORL,C,70,42,20.4,3.0,4.8,.611,0.0,0.4,.107,2.9,4.4,.656,.615,1.2,1.9,.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,,2025
365,285,Tristan Da Silva,23,ORL,SF,74,38,22.0,2.7,6.5,.412,1.1,3.2,.335,1.6,3.3,.488,.495,0.7,0.9,.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,2025
366,286,GG Jackson II,20,MEM,PF,29,3,15.8,2.6,6.9,.372,1.1,3.3,.337,1.4,3.6,.404,.452,1.0,1.4,.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,2025
367,287,Vit Krejci,24,ATL,PG,57,16,20.2,2.5,5.1,.497,1.6,3.6,.437,1.0,1.5,.640,.651,0.6,0.8,.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,2025
368,288,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6.0,.406,1.9,5.2,.372,0.5,0.8,.625,.567,0.4,0.4,.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,2025
369,289,Daeqwon Plowden,26,ATL,SG,6,0,12.0,2.7,4.2,.640,1.5,2.8,.529,1.2,1.3,.875,.820,0.3,0.3,1.000,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2,,2025
370,290,Nae'Qwan Tomlin,24,CLE,PF,5,1,12.6,2.6,6.4,.406,0.4,2.0,.200,2.2,4.4,.500,.438,1.6,2.2,.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,,2025
371,291,Josh Okogie,26,2TM,SG,40,7,15.6,2.4,5.3,.443,0.8,2.3,.348,1.6,3.0,.517,.519,1.6,2.1,.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,,2025
372,291,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,2025
373,291,Josh Okogie,26,CHO,SG,15,6,18.3,2.5,6.5,.388,1.1,3.3,.320,1.5,3.2,.458,.469,2.7,3.5,.774,0.9,1.9,2.7,1.3,1.8,0.5,1.0,1.3,8.9,,2025
374,292,Jalen Hood-Schifino,21,2TM,SG,15,0,21.0,2.5,6.5,.378,0.9,3.1,.304,1.5,3.5,.442,.449,1.2,1.4,.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,,2025
375,292,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,2025
376,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2025
377,292,Jalen Hood-Schifino,21,PHI,SG,13,0,23.2,2.8,7.5,.371,1.1,3.5,.304,1.7,3.9,.431,.443,1.2,1.5,.842,0.2,1.8,2.0,2.8,0.4,0.5,1.3,1.7,7.8,,2025
378,293,Jamison Battle,23,TOR,SF,59,10,17.7,2.5,5.9,.429,1.8,4.4,.405,0.7,1.5,.500,.581,0.3,0.3,.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,2025
379,294,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,.446,1.1,3.1,.353,1.5,2.7,.556,.541,0.8,0.9,.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,,2025
380,295,Jamal Shead,22,TOR,PG,75,11,19.6,2.7,6.7,.405,1.0,3.0,.323,1.8,3.7,.470,.476,0.7,0.9,.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,2025
381,296,Jeff Dowtin,27,PHI,PG,41,3,15.1,2.7,5.6,.487,0.7,1.7,.400,2.0,3.9,.525,.548,0.8,1.1,.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,,2025
382,297,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,.407,0.8,2.0,.375,2.0,4.8,.421,.463,0.8,1.0,.750,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,2025
383,298,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,2025
384,299,Jaylen Sims,26,CHO,SG,6,0,18.7,2.0,4.7,.429,1.0,2.5,.400,1.0,2.2,.462,.536,2.0,2.5,.800,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,,2025
385,300,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,.444,0.4,1.2,.327,2.3,4.8,.474,.477,1.2,1.6,.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,2025
386,300,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,2025
387,300,Orlando Robinson,24,TOR,C,35,8,20.4,3.1,7.0,.447,0.5,1.3,.340,2.7,5.6,.472,.480,1.4,1.8,.794,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1,,2025
388,301,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,.475,0.9,2.2,.423,1.5,3.0,.513,.564,1.2,1.7,.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,,2025
389,301,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,2025
390,301,Jake LaRavia,23,SAC,PF,19,0,19.3,2.2,5.1,.438,1.1,2.7,.385,1.2,2.3,.500,.542,0.6,1.0,.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,,2025
391,302,Ryan Dunn,22,PHO,SF,74,44,19.1,2.8,6.4,.430,1.1,3.6,.311,1.7,2.9,.577,.516,0.3,0.5,.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,,2025
392,303,Jay Huff,26,MEM,C,64,2,11.7,2.5,4.8,.515,1.3,3.1,.405,1.2,1.6,.724,.648,0.7,0.9,.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,,2025
393,304,Cameron Payne,30,NYK,PG,72,5,15.1,2.5,6.2,.401,1.3,3.6,.363,1.2,2.6,.453,.506,0.7,0.8,.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,2025
394,305,Antonio Reeves,24,NOP,SG,44,6,15.0,2.6,5.6,.456,1.2,2.9,.395,1.4,2.7,.521,.558,0.6,0.8,.800,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,,2025
395,306,Cody Martin,29,2TM,SF,53,8,22.1,2.6,6.1,.418,0.8,2.8,.285,1.8,3.3,.534,.485,0.8,1.2,.705,1.0,3.2,4.2,2.0,1.1,0.6,1.0,1.8,6.8,,2025
396,306,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,2025
397,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2025
398,306,Cody Martin,29,PHO,SF,14,0,14.7,1.4,4.1,.351,0.2,1.9,.111,1.2,2.1,.567,.377,0.6,0.9,.750,0.9,2.5,3.4,1.1,0.9,0.4,0.6,1.6,3.7,,2025
399,307,Bol Bol,25,PHO,PF,36,10,12.4,2.7,5.1,.525,0.9,2.6,.344,1.8,2.5,.711,.612,0.6,0.7,.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,2025
400,308,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,.426,1.4,3.5,.409,0.8,1.7,.463,.564,0.9,1.2,.750,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,2025
401,309,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4.0,.722,0.0,0.1,.000,2.9,3.9,.732,.722,1.1,1.8,.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,,2025
402,310,Marcus Bagley,23,PHI,SF,10,4,25.3,2.7,6.9,.391,0.5,3.2,.156,2.2,3.7,.595,.428,0.8,1.0,.800,2.3,4.7,7.0,1.0,0.9,1.2,0.7,1.6,6.7,,2025
403,311,DaQuan Jeffries,27,CHO,SG,47,20,22.8,2.5,6.2,.405,1.2,3.5,.335,1.3,2.7,.496,.500,0.5,0.6,.800,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,2025
404,312,Lester Quiñones,24,2TM,SG,13,0,14.1,2.4,6.0,.397,1.0,3.4,.295,1.4,2.6,.529,.481,0.8,1.0,.846,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6,,2025
405,312,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,2025
406,312,Lester Quiñones,24,NOP,SG,9,0,18.4,3.0,7.8,.386,1.4,4.6,.317,1.6,3.2,.483,.479,1.1,1.3,.833,0.1,1.6,1.7,2.6,0.3,0.2,1.1,2.0,8.6,,2025
407,313,Vasilije Micić,31,2TM,PG,41,16,19.1,2.3,6.7,.348,1.1,3.0,.360,1.2,3.6,.338,.430,0.8,1.0,.829,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6,,2025
408,313,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,2025
409,313,Vasilije Micić,31,PHO,PG,5,0,4.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.0,,2025
410,314,Precious Achiuwa,25,NYK,C,57,10,20.5,2.9,5.7,.502,0.2,0.6,.278,2.7,5.1,.529,.517,0.7,1.2,.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,,2025
411,315,Trayce Jackson-Davis,24,GSW,C,62,37,15.6,2.8,4.9,.576,0.0,0.0,.000,2.8,4.8,.582,.576,1.0,1.6,.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,,2025
412,316,Marcus Sasser,24,DET,PG,57,1,14.2,2.4,5.2,.463,1.0,2.7,.382,1.4,2.5,.549,.561,0.8,0.9,.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,,2025
413,317,Vince Williams Jr.,24,MEM,SG,27,5,18.5,2.5,6.2,.401,1.0,3.5,.274,1.5,2.7,.569,.479,0.7,0.9,.792,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,,2025
414,318,Thomas Bryant,27,2TM,C,66,8,14.6,2.5,4.9,.508,0.7,2.2,.324,1.7,2.6,.665,.583,0.8,1.0,.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,2025
415,318,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,2025
416,318,Thomas Bryant,27,IND,C,56,8,15.1,2.7,5.2,.515,0.8,2.3,.321,1.9,2.9,.673,.587,0.8,0.9,.830,1.4,2.5,3.9,0.9,0.5,0.6,0.5,1.2,6.9,,2025
417,319,Donovan Clingan,20,POR,C,67,37,19.8,2.7,5.0,.539,0.2,0.7,.286,2.5,4.3,.582,.560,0.9,1.6,.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,,2025
418,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2025
